"Field_no","field_name","crop1","crop2","crop3","crop4","crop5","crop6","yield.1","output.1","fertcost.1","seedcost.1","herbcost.1","sundry.1","varcost.1","gmargin.1","fuelcost.1","labcost.1","opcost.1","grossprof.1","rotgrossprof.1","yield.2","output.2","fertcost.2","seedcost.2","herbcost.2","sundry.2","varcost.2","gmargin.2","fuelcost.2","labcost.2","opcost.2","grossprof.2","rotgrossprof.2","yield.3","output.3","fertcost.3","seedcost.3","herbcost.3","sundry.3","varcost.3","gmargin.3","fuelcost.3","labcost.3","opcost.3","grossprof.3","rotgrossprof.3","yield.4","output.4","fertcost.4","seedcost.4","herbcost.4","sundry.4","varcost.4","gmargin.4","fuelcost.4","labcost.4","opcost.4","grossprof.4","rotgrossprof.4","yield.5","output.5","fertcost.5","seedcost.5","herbcost.5","sundry.5","varcost.5","gmargin.5","fuelcost.5","labcost.5","opcost.5","grossprof.5","rotgrossprof.5","yield.6","output.6","fertcost.6","seedcost.6","herbcost.6","sundry.6","varcost.6","gmargin.6","fuelcost.6","labcost.6","opcost.6","grossprof.6","rotgrossprof.6","totalrotgrossprof"
11,"HD-HR.N.l","setaside","sosr","springbarley","winterwheat","wosr","winterwheat",0,223,0,0,19.93,2,21.93,201.07,33,18,51,150.07,25.01,2.09,923.15,114.54,36.67,10.21,140,301.42,621.73,157,80,237,384.73,64.12,5.08,1185.66,134.4,76,88.21,151,449.61,736.05,106,53,159,577.05,96.18,3.1684,801.23,190.32,90,191.56,182,653.88,147.36,103,52,155,-7.64,-1.27,2.37,1016.95,197.22,23.49,65.31,192,478.02,538.93,160,83,243,295.93,49.32,3.56,872.7,246.32,90,191.56,182,709.88,162.82,103,53,156,6.82,1.14,234.5
12,"VD-HR.N.l","setaside","sosr","springbarley","winterwheat","wosr","winterwheat",0,223,0,0,19.93,2,21.93,201.07,33,18,51,150.07,25.01,2.09,923.15,114.54,36.67,10.21,140,301.42,621.73,157,80,237,384.73,64.12,5.08,1185.66,134.4,76,88.21,151,449.61,736.05,106,53,159,577.05,96.18,3.1684,801.23,190.32,90,191.56,182,653.88,147.36,103,52,155,-7.64,-1.27,2.37,1016.95,197.22,23.49,65.31,192,478.02,538.93,160,83,243,295.93,49.32,3.56,872.7,246.32,90,191.56,182,709.88,162.82,103,53,156,6.82,1.14,234.5
13,"HD-HR.C.h","winterwheat","springbarley","springbeans","winterwheat","springbarley","wosr",4.97,1130.03,270.32,90,254.65,182,796.97,333.06,139,72,211,122.06,20.34,5.3489,1236.62,166.4,76,37.69,151,431.09,805.53,141,72,213,592.53,98.75,4.43,1042.55,52.58,138.7,107.89,81,380.17,662.38,231,120,351,311.38,51.9,4.97,1130.03,270.32,90,240.07,182,782.39,347.64,139,72,211,136.64,22.77,5.3489,1236.62,166.4,76,37.69,151,431.09,805.53,141,72,213,592.53,98.75,3.36,1348.6,197.22,23.49,74.1,192,486.81,861.79,169,87,256,605.79,100.97,393.48
14,"VD-HR.C.h","winterwheat","springbarley","springbeans","winterwheat","springbarley","wosr",4.97,1130.03,270.32,90,254.65,182,796.97,333.06,139,72,211,122.06,20.34,5.3489,1236.62,166.4,76,37.69,151,431.09,805.53,141,72,213,592.53,98.75,4.43,1042.55,52.58,138.7,107.89,81,380.17,662.38,231,120,351,311.38,51.9,4.97,1130.03,270.32,90,240.07,182,782.39,347.64,139,72,211,136.64,22.77,5.3489,1236.62,166.4,76,37.69,151,431.09,805.53,141,72,213,592.53,98.75,3.36,1348.6,197.22,23.49,74.1,192,486.81,861.79,169,87,256,605.79,100.97,393.48
15,"HD-HR.C.m","winterwheat","springbarley","springbeans","winterwheat","springbarley","wosr",4.39,1024.17,270.32,90,254.65,182,796.97,227.21,128,64,192,35.21,5.87,5.0552,1180.96,166.4,76,37.69,151,431.09,749.87,128,66,194,555.87,92.65,3.24,822.4,52.58,138.7,107.89,81,380.17,442.23,209,110,319,123.23,20.54,4.39,1024.17,270.32,90,240.07,182,782.39,241.79,128,64,192,49.79,8.3,5.0552,1180.96,166.4,76,37.69,151,431.09,749.87,128,66,194,555.87,92.65,2.86,1181.1,197.22,23.49,74.1,192,486.81,694.29,166,86,252,442.29,73.72,293.73
16,"VD-HR.C.m","winterwheat","springbarley","springbeans","winterwheat","springbarley","wosr",4.39,1024.17,270.32,90,254.65,182,796.97,227.21,128,64,192,35.21,5.87,5.0552,1180.96,166.4,76,37.69,151,431.09,749.87,128,66,194,555.87,92.65,3.24,822.4,52.58,138.7,107.89,81,380.17,442.23,209,110,319,123.23,20.54,4.39,1024.17,270.32,90,240.07,182,782.39,241.79,128,64,192,49.79,8.3,5.0552,1180.96,166.4,76,37.69,151,431.09,749.87,128,66,194,555.87,92.65,2.86,1181.1,197.22,23.49,74.1,192,486.81,694.29,166,86,252,442.29,73.72,293.73
17,"HD-HR.C.l","winterwheat","springbarley","driedpeas","winterwheat","springbarley","wosr",3.7,898.25,214.32,86.4,254.65,182,737.37,160.88,113,58,171,-10.12,-1.69,4.7793,1128.68,166.4,76,37.69,151,431.09,697.59,116,60,176,521.59,86.93,4.36,1204,43.6,141,107.89,155,447.49,756.51,208,107,315,441.51,73.59,3.7,898.25,214.32,86.4,240.07,182,722.79,175.46,113,58,171,4.46,0.74,4.7793,1128.68,166.4,76,37.69,151,431.09,697.59,116,60,176,521.59,86.93,2.37,1016.95,197.22,23.49,74.1,192,486.81,530.14,165,85,250,280.14,46.69,293.19
18,"VD-HR.C.l","winterwheat","springbarley","driedpeas","winterwheat","springbarley","wosr",3.7,898.25,214.32,86.4,254.65,182,737.37,160.88,113,58,171,-10.12,-1.69,4.7793,1128.68,166.4,76,37.69,151,431.09,697.59,116,60,176,521.59,86.93,4.36,1204,43.6,141,107.89,155,447.49,756.51,208,107,315,441.51,73.59,3.7,898.25,214.32,86.4,240.07,182,722.79,175.46,113,58,171,4.46,0.74,4.7793,1128.68,166.4,76,37.69,151,431.09,697.59,116,60,176,521.59,86.93,2.37,1016.95,197.22,23.49,74.1,192,486.81,530.14,165,85,250,280.14,46.69,293.19
19,"LD-HR.E.h","winterwheat","springbeans","winterwheat","winterbarley","wosr","winterwheat",4.96,1128.2,262.32,72,124.51,182,640.83,487.37,123,63,186,301.37,50.23,4.43,1042.55,52.58,115.9,129.85,81,379.33,663.22,241,125,366,297.22,49.54,4.96,1128.2,262.32,72,124.51,182,640.83,487.37,123,63,186,301.37,50.23,6.7106,1367.16,220.62,77.76,183.01,158,639.39,727.77,142,73,215,512.77,85.46,3.36,1348.6,197.22,23.49,60.45,192,473.16,875.44,160,82,242,633.44,105.57,4.96,1128.2,262.32,72,124.51,182,640.83,487.37,137,71,208,279.37,46.56,387.59
20,"MD-HR.E.h","winterwheat","springbeans","winterwheat","winterbarley","wosr","winterwheat",4.96,1128.2,262.32,72,124.51,182,640.83,487.37,123,63,186,301.37,50.23,4.43,1042.55,52.58,115.9,129.85,81,379.33,663.22,241,125,366,297.22,49.54,4.96,1128.2,262.32,72,124.51,182,640.83,487.37,123,63,186,301.37,50.23,6.7106,1367.16,220.62,77.76,183.01,158,639.39,727.77,142,73,215,512.77,85.46,3.36,1348.6,197.22,23.49,60.45,192,473.16,875.44,160,82,242,633.44,105.57,4.96,1128.2,262.32,72,124.51,182,640.83,487.37,137,71,208,279.37,46.56,387.59
21,"LD-HR.E.m","winterwheat","springbeans","winterwheat","winterbarley","wosr","winterwheat",4.39,1024.17,262.32,72,124.51,182,640.83,383.35,111,56,167,216.35,36.06,3.24,822.4,52.58,115.9,129.85,81,379.33,443.07,217,113,330,113.07,18.85,4.39,1024.17,262.32,72,124.51,182,640.83,383.35,111,56,167,216.35,36.06,5.9897,1244.24,220.62,77.76,183.01,158,639.39,604.85,129,66,195,409.85,68.31,2.86,1181.1,197.22,23.49,60.45,192,473.16,707.94,157,81,238,469.94,78.32,4.39,1024.17,262.32,72,124.51,182,640.83,383.35,121,62,183,200.35,33.39,270.99
22,"MD-HR.E.m","winterwheat","springbeans","winterwheat","winterbarley","wosr","winterwheat",4.39,1024.17,262.32,72,124.51,182,640.83,383.35,111,56,167,216.35,36.06,3.24,822.4,52.58,115.9,129.85,81,379.33,443.07,217,113,330,113.07,18.85,4.39,1024.17,262.32,72,124.51,182,640.83,383.35,111,56,167,216.35,36.06,5.9897,1244.24,220.62,77.76,183.01,158,639.39,604.85,129,66,195,409.85,68.31,2.86,1181.1,197.22,23.49,60.45,192,473.16,707.94,157,81,238,469.94,78.32,4.39,1024.17,262.32,72,124.51,182,640.83,383.35,121,62,183,200.35,33.39,270.99
23,"LD-HR.E.l","winterwheat","driedpeas","winterwheat","winterbarley","wosr","winterwheat",3.66,890.95,206.32,72,124.51,182,584.83,306.12,97,50,147,159.12,26.52,4.36,1204,43.6,141,154.21,155,493.81,710.19,208,107,315,395.19,65.87,3.66,890.95,206.32,72,124.51,182,584.83,306.12,97,50,147,159.12,26.52,5.2777,1122.85,220.62,77.76,183.01,158,639.39,483.46,115,59,174,309.46,51.58,2.37,1016.95,197.22,23.49,60.45,192,473.16,543.79,156,80,236,307.79,51.3,3.66,890.95,206.32,72,124.51,182,584.83,306.12,103,53,156,150.12,25.02,246.81
24,"MD-HR.E.l","winterwheat","driedpeas","winterwheat","winterbarley","wosr","winterwheat",3.66,890.95,206.32,72,124.51,182,584.83,306.12,97,50,147,159.12,26.52,4.36,1204,43.6,141,154.21,155,493.81,710.19,208,107,315,395.19,65.87,3.66,890.95,206.32,72,124.51,182,584.83,306.12,97,50,147,159.12,26.52,5.2777,1122.85,220.62,77.76,183.01,158,639.39,483.46,115,59,174,309.46,51.58,2.37,1016.95,197.22,23.49,60.45,192,473.16,543.79,156,80,236,307.79,51.3,3.66,890.95,206.32,72,124.51,182,584.83,306.12,103,53,156,150.12,25.02,246.81
25,"LD-HR.N.h","winterwheat","winterbarley","springbeans","winterwheat","winterbarley","springbeans",4.93,1122.72,246.32,72,186.21,182,686.53,436.19,123,63,186,250.19,41.7,6.6839,1362.6,212.62,73.8,94.56,158,538.98,823.62,132,68,200,623.62,103.94,4.43,1042.55,52.58,115.9,109.18,81,358.66,683.88,201,103,304,379.88,63.31,4.93,1122.72,246.32,72,186.21,182,686.53,436.19,123,63,186,250.19,41.7,6.6839,1362.6,212.62,73.8,94.56,158,538.98,823.62,132,68,200,623.62,103.94,4.43,1042.55,52.58,115.9,109.18,81,358.66,683.88,201,103,304,379.88,63.31,417.9
26,"MD-HR.N.h","winterwheat","winterbarley","springbeans","winterwheat","winterbarley","springbeans",4.93,1122.72,246.32,72,186.21,182,686.53,436.19,123,63,186,250.19,41.7,6.6839,1362.6,212.62,73.8,94.56,158,538.98,823.62,132,68,200,623.62,103.94,4.43,1042.55,52.58,115.9,109.18,81,358.66,683.88,201,103,304,379.88,63.31,4.93,1122.72,246.32,72,186.21,182,686.53,436.19,123,63,186,250.19,41.7,6.6839,1362.6,212.62,73.8,94.56,158,538.98,823.62,132,68,200,623.62,103.94,4.43,1042.55,52.58,115.9,109.18,81,358.66,683.88,201,103,304,379.88,63.31,417.9
27,"LD-HR.N.m","winterwheat","winterbarley","springbeans","winterwheat","winterbarley","springbeans",4.37,1020.52,246.32,72,186.21,182,686.53,333.99,111,56,167,166.99,27.83,5.9719,1241.21,212.62,73.8,94.56,158,538.98,702.23,119,61,180,522.23,87.04,3.24,822.4,52.58,115.9,109.18,81,358.66,463.74,184,95,279,184.74,30.79,4.37,1020.52,246.32,72,186.21,182,686.53,333.99,111,56,167,166.99,27.83,5.9719,1241.21,212.62,73.8,94.56,158,538.98,702.23,119,61,180,522.23,87.04,3.24,822.4,52.58,115.9,109.18,81,358.66,463.74,184,95,279,184.74,30.79,291.32
28,"MD-HR.N.m","winterwheat","winterbarley","springbeans","winterwheat","winterbarley","springbeans",4.37,1020.52,246.32,72,186.21,182,686.53,333.99,111,56,167,166.99,27.83,5.9719,1241.21,212.62,73.8,94.56,158,538.98,702.23,119,61,180,522.23,87.04,3.24,822.4,52.58,115.9,109.18,81,358.66,463.74,184,95,279,184.74,30.79,4.37,1020.52,246.32,72,186.21,182,686.53,333.99,111,56,167,166.99,27.83,5.9719,1241.21,212.62,73.8,94.56,158,538.98,702.23,119,61,180,522.23,87.04,3.24,822.4,52.58,115.9,109.18,81,358.66,463.74,184,95,279,184.74,30.79,291.32
29,"LD-HR.N.l","winterwheat","winterbarley","driedpeas","winterwheat","winterbarley","driedpeas",3.56,872.7,190.32,72,186.21,182,630.53,242.17,97,50,147,95.17,15.86,5.251,1118.3,212.62,73.8,94.56,158,538.98,579.32,105,54,159,420.32,70.05,4.36,1204,43.6,141,131.61,155,471.21,732.79,187,96,283,449.79,74.96,3.56,872.7,190.32,72,186.21,182,630.53,242.17,97,50,147,95.17,15.86,5.251,1118.3,212.62,73.8,94.56,158,538.98,579.32,105,54,159,420.32,70.05,4.36,1204,43.6,141,131.61,155,471.21,732.79,187,96,283,449.79,74.96,321.74
30,"MD-HR.N.l","winterwheat","winterbarley","driedpeas","winterwheat","winterbarley","driedpeas",3.56,872.7,190.32,72,186.21,182,630.53,242.17,97,50,147,95.17,15.86,5.251,1118.3,212.62,73.8,94.56,158,538.98,579.32,105,54,159,420.32,70.05,4.36,1204,43.6,141,131.61,155,471.21,732.79,187,96,283,449.79,74.96,3.56,872.7,190.32,72,186.21,182,630.53,242.17,97,50,147,95.17,15.86,5.251,1118.3,212.62,73.8,94.56,158,538.98,579.32,105,54,159,420.32,70.05,4.36,1204,43.6,141,131.61,155,471.21,732.79,187,96,283,449.79,74.96,321.74
31,"LD-HR.C.h","winterwheat","springbarley","wosr","winterwheat","springbarley","wosr",4.93,1122.72,246.32,72,67,182,567.32,555.41,142,74,216,339.41,56.57,4.9573,1162.41,134.4,76,27.24,151,388.64,773.77,124,63,187,586.77,97.79,3.36,1348.6,197.22,23.49,150.15,192,562.86,785.74,169,87,256,529.74,88.29,4.93,1122.72,246.32,72,67,182,567.32,555.41,128,66,194,361.41,60.23,4.9573,1162.41,134.4,76,27.24,151,388.64,773.77,124,63,187,586.77,97.79,3.36,1348.6,197.22,23.49,150.15,192,562.86,785.74,169,87,256,529.74,88.29,488.96
32,"MD-HR.C.h","winterwheat","springbarley","wosr","winterwheat","springbarley","wosr",4.93,1122.72,246.32,72,67,182,567.32,555.41,142,74,216,339.41,56.57,4.9573,1162.41,134.4,76,27.24,151,388.64,773.77,124,63,187,586.77,97.79,3.36,1348.6,197.22,23.49,150.15,192,562.86,785.74,169,87,256,529.74,88.29,4.93,1122.72,246.32,72,67,182,567.32,555.41,128,66,194,361.41,60.23,4.9573,1162.41,134.4,76,27.24,151,388.64,773.77,124,63,187,586.77,97.79,3.36,1348.6,197.22,23.49,150.15,192,562.86,785.74,169,87,256,529.74,88.29,488.96
33,"LD-HR.C.m","winterwheat","springbarley","wosr","winterwheat","springbarley","wosr",4.37,1020.52,246.32,72,67,182,567.32,453.21,126,65,191,262.21,43.7,4.6903,1111.81,134.4,76,27.24,151,388.64,723.17,114,58,172,551.17,91.86,2.86,1181.1,197.22,23.49,150.15,192,562.86,618.24,166,86,252,366.24,61.04,4.37,1020.52,246.32,72,67,182,567.32,453.21,116,59,175,278.21,46.37,4.6903,1111.81,134.4,76,27.24,151,388.64,723.17,114,58,172,551.17,91.86,2.86,1181.1,197.22,23.49,150.15,192,562.86,618.24,166,86,252,366.24,61.04,395.87
34,"MD-HR.C.m","winterwheat","springbarley","wosr","winterwheat","springbarley","wosr",4.37,1020.52,246.32,72,67,182,567.32,453.21,126,65,191,262.21,43.7,4.6903,1111.81,134.4,76,27.24,151,388.64,723.17,114,58,172,551.17,91.86,2.86,1181.1,197.22,23.49,150.15,192,562.86,618.24,166,86,252,366.24,61.04,4.37,1020.52,246.32,72,67,182,567.32,453.21,116,59,175,278.21,46.37,4.6903,1111.81,134.4,76,27.24,151,388.64,723.17,114,58,172,551.17,91.86,2.86,1181.1,197.22,23.49,150.15,192,562.86,618.24,166,86,252,366.24,61.04,395.87
35,"LD-HR.C.l","winterwheat","springbarley","wosr","winterwheat","springbarley","wosr",3.56,872.7,190.32,72,67,182,511.32,361.38,108,56,164,197.38,32.9,4.4322,1062.9,134.4,76,27.24,151,388.64,674.26,105,53,158,516.26,86.04,2.37,1016.95,197.22,23.49,150.15,192,562.86,454.09,165,85,250,204.09,34.02,3.56,872.7,190.32,72,67,182,511.32,361.38,102,53,155,206.38,34.4,4.4322,1062.9,134.4,76,27.24,151,388.64,674.26,105,53,158,516.26,86.04,2.37,1016.95,197.22,23.49,150.15,192,562.86,454.09,165,85,250,204.09,34.02,307.42
36,"MD-HR.C.l","winterwheat","springbarley","wosr","winterwheat","springbarley","wosr",3.56,872.7,190.32,72,67,182,511.32,361.38,108,56,164,197.38,32.9,4.4322,1062.9,134.4,76,27.24,151,388.64,674.26,105,53,158,516.26,86.04,2.37,1016.95,197.22,23.49,150.15,192,562.86,454.09,165,85,250,204.09,34.02,3.56,872.7,190.32,72,67,182,511.32,361.38,102,53,155,206.38,34.4,4.4322,1062.9,134.4,76,27.24,151,388.64,674.26,105,53,158,516.26,86.04,2.37,1016.95,197.22,23.49,150.15,192,562.86,454.09,165,85,250,204.09,34.02,307.42
37,"LD-LR.E.h","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",4.93,1122.72,246.32,72,107.22,182,607.54,515.18,112,58,170,345.18,57.53,3.36,1348.6,197.22,23.49,0,192,412.71,935.89,196,102,298,637.89,106.32,4.93,1122.72,246.32,72,107.22,182,607.54,515.18,112,58,170,345.18,57.53,4.1905,987.77,246.32,72,107.22,182,607.54,380.23,112,58,170,210.23,35.04,3.36,1348.6,197.22,23.49,0,192,412.71,935.89,196,102,298,637.89,106.32,4.93,1122.72,246.32,72,107.22,182,607.54,515.18,112,58,170,345.18,57.53,420.27
38,"MD-LR.E.h","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",4.93,1122.72,246.32,72,107.22,182,607.54,515.18,112,58,170,345.18,57.53,3.36,1348.6,197.22,23.49,0,192,412.71,935.89,196,102,298,637.89,106.32,4.93,1122.72,246.32,72,107.22,182,607.54,515.18,112,58,170,345.18,57.53,4.1905,987.77,246.32,72,107.22,182,607.54,380.23,112,58,170,210.23,35.04,3.36,1348.6,197.22,23.49,0,192,412.71,935.89,196,102,298,637.89,106.32,4.93,1122.72,246.32,72,107.22,182,607.54,515.18,112,58,170,345.18,57.53,420.27
39,"LD-LR.E.m","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",4.37,1020.52,246.32,72,107.22,182,607.54,412.98,103,52,155,257.98,43,2.86,1181.1,197.22,23.49,0,192,412.71,768.39,180,94,274,494.39,82.4,4.37,1020.52,246.32,72,107.22,182,607.54,412.98,103,52,155,257.98,43,3.7145,900.9,246.32,72,107.22,182,607.54,293.36,103,52,155,138.36,23.06,2.86,1181.1,197.22,23.49,0,192,412.71,768.39,180,94,274,494.39,82.4,4.37,1020.52,246.32,72,107.22,182,607.54,412.98,103,52,155,257.98,43,316.86
40,"MD-LR.E.m","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",4.37,1020.52,246.32,72,107.22,182,607.54,412.98,103,52,155,257.98,43,2.86,1181.1,197.22,23.49,0,192,412.71,768.39,180,94,274,494.39,82.4,4.37,1020.52,246.32,72,107.22,182,607.54,412.98,103,52,155,257.98,43,3.7145,900.9,246.32,72,107.22,182,607.54,293.36,103,52,155,138.36,23.06,2.86,1181.1,197.22,23.49,0,192,412.71,768.39,180,94,274,494.39,82.4,4.37,1020.52,246.32,72,107.22,182,607.54,412.98,103,52,155,257.98,43,316.86
41,"LD-LR.E.l","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",3.56,872.7,190.32,72,107.22,182,551.54,321.16,92,47,139,182.16,30.36,2.37,1016.95,197.22,23.49,0,192,412.71,604.24,166,86,252,352.24,58.71,3.56,872.7,190.32,72,107.22,182,551.54,321.16,92,47,139,182.16,30.36,3.026,775.24,190.32,72,107.22,182,551.54,223.7,92,47,139,84.7,14.12,2.37,1016.95,197.22,23.49,0,192,412.71,604.24,166,86,252,352.24,58.71,3.56,872.7,190.32,72,107.22,182,551.54,321.16,92,47,139,182.16,30.36,222.62
