"Field_no","field_name","crop1","crop2","crop3","crop4","crop5","crop6","yield.1","output.1","fertcost.1","seedcost.1","herbcost.1","sundry.1","varcost.1","gmargin.1","fuelcost.1","labcost.1","opcost.1","grossprof.1","rotgrossprof.1","yield.2","output.2","fertcost.2","seedcost.2","herbcost.2","sundry.2","varcost.2","gmargin.2","fuelcost.2","labcost.2","opcost.2","grossprof.2","rotgrossprof.2","yield.3","output.3","fertcost.3","seedcost.3","herbcost.3","sundry.3","varcost.3","gmargin.3","fuelcost.3","labcost.3","opcost.3","grossprof.3","rotgrossprof.3","yield.4","output.4","fertcost.4","seedcost.4","herbcost.4","sundry.4","varcost.4","gmargin.4","fuelcost.4","labcost.4","opcost.4","grossprof.4","rotgrossprof.4","yield.5","output.5","fertcost.5","seedcost.5","herbcost.5","sundry.5","varcost.5","gmargin.5","fuelcost.5","labcost.5","opcost.5","grossprof.5","rotgrossprof.5","yield.6","output.6","fertcost.6","seedcost.6","herbcost.6","sundry.6","varcost.6","gmargin.6","fuelcost.6","labcost.6","opcost.6","grossprof.6","rotgrossprof.6","totalrotgrossprof"
16,"N_light_MD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",1.94,577.05,188.7,72,458.22,182,900.92,-323.87,106,54,160,-483.87,-80.65,1.746,541.64,188.7,72,458.22,182,900.92,-359.28,100,51,151,-510.28,-85.05,1.7266,538.1,188.7,72,458.22,182,900.92,-362.82,100,51,151,-513.82,-85.64,1.649,523.94,188.7,72,458.22,182,900.92,-376.98,100,51,151,-527.98,-88,1.649,523.94,188.7,72,458.22,182,900.92,-376.98,100,51,151,-527.98,-88,1.6102,516.86,188.7,72,458.22,182,900.92,-384.06,100,51,151,-535.06,-89.18,-516.52
17,"N_light_LD-LR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",1.94,577.05,188.7,72,458.22,182,900.92,-323.87,106,54,160,-483.87,-80.65,1.746,541.64,188.7,72,458.22,182,900.92,-359.28,100,51,151,-510.28,-85.05,1.7266,538.1,188.7,72,458.22,182,900.92,-362.82,100,51,151,-513.82,-85.64,1.649,523.94,188.7,72,458.22,182,900.92,-376.98,100,51,151,-527.98,-88,1.649,523.94,188.7,72,458.22,182,900.92,-376.98,100,51,151,-527.98,-88,1.6102,516.86,188.7,72,458.22,182,900.92,-384.06,100,51,151,-535.06,-89.18,-516.52
18,"N_light_MD-LR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",1.94,577.05,188.7,72,458.22,182,900.92,-323.87,106,54,160,-483.87,-80.65,1.746,541.64,188.7,72,458.22,182,900.92,-359.28,100,51,151,-510.28,-85.05,1.7266,538.1,188.7,72,458.22,182,900.92,-362.82,100,51,151,-513.82,-85.64,1.649,523.94,188.7,72,458.22,182,900.92,-376.98,100,51,151,-527.98,-88,1.649,523.94,188.7,72,458.22,182,900.92,-376.98,100,51,151,-527.98,-88,1.6102,516.86,188.7,72,458.22,182,900.92,-384.06,100,51,151,-535.06,-89.18,-516.52
19,"C_heavy_HD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.69,713.92,243.3,72,463.08,182,960.38,-246.45,140,72,212,-458.45,-76.41,2.421,664.83,243.3,72,463.08,182,960.38,-295.55,126,64,190,-485.55,-80.92,2.3941,659.92,243.3,72,463.08,182,960.38,-300.46,126,64,190,-490.46,-81.74,2.2865,640.29,243.3,72,463.08,182,960.38,-320.09,126,64,190,-510.09,-85.02,2.2865,640.29,243.3,72,463.08,182,960.38,-320.09,126,64,190,-510.09,-85.02,2.2327,630.47,243.3,72,463.08,182,960.38,-329.91,126,64,190,-519.91,-86.65,-495.76
20,"C_heavy_VD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.69,713.92,243.3,72,463.08,182,960.38,-246.45,140,72,212,-458.45,-76.41,2.421,664.83,243.3,72,463.08,182,960.38,-295.55,126,64,190,-485.55,-80.92,2.3941,659.92,243.3,72,463.08,182,960.38,-300.46,126,64,190,-490.46,-81.74,2.2865,640.29,243.3,72,463.08,182,960.38,-320.09,126,64,190,-510.09,-85.02,2.2865,640.29,243.3,72,463.08,182,960.38,-320.09,126,64,190,-510.09,-85.02,2.2327,630.47,243.3,72,463.08,182,960.38,-329.91,126,64,190,-519.91,-86.65,-495.76
21,"C_heavy_LD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.69,713.92,243.3,72,458.22,182,955.52,-241.6,140,72,212,-453.6,-75.6,2.421,664.83,243.3,72,458.22,182,955.52,-290.69,126,64,190,-480.69,-80.11,2.3941,659.92,243.3,72,458.22,182,955.52,-295.6,126,64,190,-485.6,-80.93,2.2865,640.29,243.3,72,458.22,182,955.52,-315.23,126,64,190,-505.23,-84.21,2.2865,640.29,243.3,72,458.22,182,955.52,-315.23,126,64,190,-505.23,-84.21,2.2327,630.47,243.3,72,458.22,182,955.52,-325.05,126,64,190,-515.05,-85.84,-490.9
22,"C_heavy_MD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.69,713.92,243.3,72,458.22,182,955.52,-241.6,140,72,212,-453.6,-75.6,2.421,664.83,243.3,72,458.22,182,955.52,-290.69,126,64,190,-480.69,-80.11,2.3941,659.92,243.3,72,458.22,182,955.52,-295.6,126,64,190,-485.6,-80.93,2.2865,640.29,243.3,72,458.22,182,955.52,-315.23,126,64,190,-505.23,-84.21,2.2865,640.29,243.3,72,458.22,182,955.52,-315.23,126,64,190,-505.23,-84.21,2.2327,630.47,243.3,72,458.22,182,955.52,-325.05,126,64,190,-515.05,-85.84,-490.9
23,"C_heavy_LD-LR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.69,713.92,243.3,72,458.22,182,955.52,-241.6,140,72,212,-453.6,-75.6,2.421,664.83,243.3,72,458.22,182,955.52,-290.69,126,64,190,-480.69,-80.11,2.3941,659.92,243.3,72,458.22,182,955.52,-295.6,126,64,190,-485.6,-80.93,2.2865,640.29,243.3,72,458.22,182,955.52,-315.23,126,64,190,-505.23,-84.21,2.2865,640.29,243.3,72,458.22,182,955.52,-315.23,126,64,190,-505.23,-84.21,2.2327,630.47,243.3,72,458.22,182,955.52,-325.05,126,64,190,-515.05,-85.84,-490.9
24,"C_heavy_MD-LR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.69,713.92,243.3,72,458.22,182,955.52,-241.6,140,72,212,-453.6,-75.6,2.421,664.83,243.3,72,458.22,182,955.52,-290.69,126,64,190,-480.69,-80.11,2.3941,659.92,243.3,72,458.22,182,955.52,-295.6,126,64,190,-485.6,-80.93,2.2865,640.29,243.3,72,458.22,182,955.52,-315.23,126,64,190,-505.23,-84.21,2.2865,640.29,243.3,72,458.22,182,955.52,-315.23,126,64,190,-505.23,-84.21,2.2327,630.47,243.3,72,458.22,182,955.52,-325.05,126,64,190,-515.05,-85.84,-490.9
25,"C_medium_HD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.38,657.35,243.3,72,463.08,182,960.38,-303.03,123,64,187,-490.03,-81.67,2.142,613.92,243.3,72,463.08,182,960.38,-346.46,113,58,171,-517.46,-86.24,2.1182,609.57,243.3,72,463.08,182,960.38,-350.81,113,58,171,-521.81,-86.97,2.023,592.2,243.3,72,463.08,182,960.38,-368.18,113,58,171,-539.18,-89.86,2.023,592.2,243.3,72,463.08,182,960.38,-368.18,113,58,171,-539.18,-89.86,1.9754,583.51,243.3,72,463.08,182,960.38,-376.87,113,58,171,-547.87,-91.31,-525.91
26,"C_medium_VD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.38,657.35,243.3,72,463.08,182,960.38,-303.03,123,64,187,-490.03,-81.67,2.142,613.92,243.3,72,463.08,182,960.38,-346.46,113,58,171,-517.46,-86.24,2.1182,609.57,243.3,72,463.08,182,960.38,-350.81,113,58,171,-521.81,-86.97,2.023,592.2,243.3,72,463.08,182,960.38,-368.18,113,58,171,-539.18,-89.86,2.023,592.2,243.3,72,463.08,182,960.38,-368.18,113,58,171,-539.18,-89.86,1.9754,583.51,243.3,72,463.08,182,960.38,-376.87,113,58,171,-547.87,-91.31,-525.91
27,"C_medium_LD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.38,657.35,243.3,72,458.22,182,955.52,-298.17,123,64,187,-485.17,-80.86,2.142,613.92,243.3,72,458.22,182,955.52,-341.6,113,58,171,-512.6,-85.43,2.1182,609.57,243.3,72,458.22,182,955.52,-345.95,113,58,171,-516.95,-86.16,2.023,592.2,243.3,72,458.22,182,955.52,-363.32,113,58,171,-534.32,-89.05,2.023,592.2,243.3,72,458.22,182,955.52,-363.32,113,58,171,-534.32,-89.05,1.9754,583.51,243.3,72,458.22,182,955.52,-372.01,113,58,171,-543.01,-90.5,-521.05
28,"C_medium_MD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.38,657.35,243.3,72,458.22,182,955.52,-298.17,123,64,187,-485.17,-80.86,2.142,613.92,243.3,72,458.22,182,955.52,-341.6,113,58,171,-512.6,-85.43,2.1182,609.57,243.3,72,458.22,182,955.52,-345.95,113,58,171,-516.95,-86.16,2.023,592.2,243.3,72,458.22,182,955.52,-363.32,113,58,171,-534.32,-89.05,2.023,592.2,243.3,72,458.22,182,955.52,-363.32,113,58,171,-534.32,-89.05,1.9754,583.51,243.3,72,458.22,182,955.52,-372.01,113,58,171,-543.01,-90.5,-521.05
29,"C_medium_LD-LR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.38,657.35,243.3,72,458.22,182,955.52,-298.17,123,64,187,-485.17,-80.86,2.142,613.92,243.3,72,458.22,182,955.52,-341.6,113,58,171,-512.6,-85.43,2.1182,609.57,243.3,72,458.22,182,955.52,-345.95,113,58,171,-516.95,-86.16,2.023,592.2,243.3,72,458.22,182,955.52,-363.32,113,58,171,-534.32,-89.05,2.023,592.2,243.3,72,458.22,182,955.52,-363.32,113,58,171,-534.32,-89.05,1.9754,583.51,243.3,72,458.22,182,955.52,-372.01,113,58,171,-543.01,-90.5,-521.05
30,"C_medium_MD-LR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.38,657.35,243.3,72,458.22,182,955.52,-298.17,123,64,187,-485.17,-80.86,2.142,613.92,243.3,72,458.22,182,955.52,-341.6,113,58,171,-512.6,-85.43,2.1182,609.57,243.3,72,458.22,182,955.52,-345.95,113,58,171,-516.95,-86.16,2.023,592.2,243.3,72,458.22,182,955.52,-363.32,113,58,171,-534.32,-89.05,2.023,592.2,243.3,72,458.22,182,955.52,-363.32,113,58,171,-534.32,-89.05,1.9754,583.51,243.3,72,458.22,182,955.52,-372.01,113,58,171,-543.01,-90.5,-521.05
31,"C_light_HD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",1.94,577.05,188.7,72,463.08,182,905.78,-328.73,106,54,160,-488.73,-81.46,1.746,541.64,188.7,72,463.08,182,905.78,-364.14,100,51,151,-515.14,-85.86,1.7266,538.1,188.7,72,463.08,182,905.78,-367.68,100,51,151,-518.68,-86.45,1.649,523.94,188.7,72,463.08,182,905.78,-381.84,100,51,151,-532.84,-88.81,1.649,523.94,188.7,72,463.08,182,905.78,-381.84,100,51,151,-532.84,-88.81,1.6102,516.86,188.7,72,463.08,182,905.78,-388.92,100,51,151,-539.92,-89.99,-521.38
32,"C_light_VD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",1.94,577.05,188.7,72,463.08,182,905.78,-328.73,106,54,160,-488.73,-81.46,1.746,541.64,188.7,72,463.08,182,905.78,-364.14,100,51,151,-515.14,-85.86,1.7266,538.1,188.7,72,463.08,182,905.78,-367.68,100,51,151,-518.68,-86.45,1.649,523.94,188.7,72,463.08,182,905.78,-381.84,100,51,151,-532.84,-88.81,1.649,523.94,188.7,72,463.08,182,905.78,-381.84,100,51,151,-532.84,-88.81,1.6102,516.86,188.7,72,463.08,182,905.78,-388.92,100,51,151,-539.92,-89.99,-521.38
33,"C_light_LD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",1.94,577.05,188.7,72,458.22,182,900.92,-323.87,106,54,160,-483.87,-80.65,1.746,541.64,188.7,72,458.22,182,900.92,-359.28,100,51,151,-510.28,-85.05,1.7266,538.1,188.7,72,458.22,182,900.92,-362.82,100,51,151,-513.82,-85.64,1.649,523.94,188.7,72,458.22,182,900.92,-376.98,100,51,151,-527.98,-88,1.649,523.94,188.7,72,458.22,182,900.92,-376.98,100,51,151,-527.98,-88,1.6102,516.86,188.7,72,458.22,182,900.92,-384.06,100,51,151,-535.06,-89.18,-516.52
34,"C_light_MD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",1.94,577.05,188.7,72,458.22,182,900.92,-323.87,106,54,160,-483.87,-80.65,1.746,541.64,188.7,72,458.22,182,900.92,-359.28,100,51,151,-510.28,-85.05,1.7266,538.1,188.7,72,458.22,182,900.92,-362.82,100,51,151,-513.82,-85.64,1.649,523.94,188.7,72,458.22,182,900.92,-376.98,100,51,151,-527.98,-88,1.649,523.94,188.7,72,458.22,182,900.92,-376.98,100,51,151,-527.98,-88,1.6102,516.86,188.7,72,458.22,182,900.92,-384.06,100,51,151,-535.06,-89.18,-516.52
35,"C_light_LD-LR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",1.94,577.05,188.7,72,458.22,182,900.92,-323.87,106,54,160,-483.87,-80.65,1.746,541.64,188.7,72,458.22,182,900.92,-359.28,100,51,151,-510.28,-85.05,1.7266,538.1,188.7,72,458.22,182,900.92,-362.82,100,51,151,-513.82,-85.64,1.649,523.94,188.7,72,458.22,182,900.92,-376.98,100,51,151,-527.98,-88,1.649,523.94,188.7,72,458.22,182,900.92,-376.98,100,51,151,-527.98,-88,1.6102,516.86,188.7,72,458.22,182,900.92,-384.06,100,51,151,-535.06,-89.18,-516.52
36,"C_light_MD-LR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",1.94,577.05,188.7,72,458.22,182,900.92,-323.87,106,54,160,-483.87,-80.65,1.746,541.64,188.7,72,458.22,182,900.92,-359.28,100,51,151,-510.28,-85.05,1.7266,538.1,188.7,72,458.22,182,900.92,-362.82,100,51,151,-513.82,-85.64,1.649,523.94,188.7,72,458.22,182,900.92,-376.98,100,51,151,-527.98,-88,1.649,523.94,188.7,72,458.22,182,900.92,-376.98,100,51,151,-527.98,-88,1.6102,516.86,188.7,72,458.22,182,900.92,-384.06,100,51,151,-535.06,-89.18,-516.52
37,"E_heavy_HD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.69,713.92,243.3,72,463.08,182,960.38,-246.45,140,72,212,-458.45,-76.41,2.421,664.83,243.3,72,463.08,182,960.38,-295.55,126,64,190,-485.55,-80.92,2.3941,659.92,243.3,72,463.08,182,960.38,-300.46,126,64,190,-490.46,-81.74,2.2865,640.29,243.3,72,463.08,182,960.38,-320.09,126,64,190,-510.09,-85.02,2.2865,640.29,243.3,72,463.08,182,960.38,-320.09,126,64,190,-510.09,-85.02,2.2327,630.47,243.3,72,463.08,182,960.38,-329.91,126,64,190,-519.91,-86.65,-495.76
38,"E_heavy_VD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.69,713.92,243.3,72,463.08,182,960.38,-246.45,140,72,212,-458.45,-76.41,2.421,664.83,243.3,72,463.08,182,960.38,-295.55,126,64,190,-485.55,-80.92,2.3941,659.92,243.3,72,463.08,182,960.38,-300.46,126,64,190,-490.46,-81.74,2.2865,640.29,243.3,72,463.08,182,960.38,-320.09,126,64,190,-510.09,-85.02,2.2865,640.29,243.3,72,463.08,182,960.38,-320.09,126,64,190,-510.09,-85.02,2.2327,630.47,243.3,72,463.08,182,960.38,-329.91,126,64,190,-519.91,-86.65,-495.76
39,"E_heavy_LD-HR","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat","winterwheat",2.69,713.92,243.3,72,458.22,182,955.52,-241.6,140,72,212,-453.6,-75.6,2.421,664.83,243.3,72,458.22,182,955.52,-290.69,126,64,190,-480.69,-80.11,2.3941,659.92,243.3,72,458.22,182,955.52,-295.6,126,64,190,-485.6,-80.93,2.2865,640.29,243.3,72,458.22,182,955.52,-315.23,126,64,190,-505.23,-84.21,2.2865,640.29,243.3,72,458.22,182,955.52,-315.23,126,64,190,-505.23,-84.21,2.2327,630.47,243.3,72,458.22,182,955.52,-325.05,126,64,190,-515.05,-85.84,-490.9
