"","field_name","crop1","crop2","crop3","crop4","crop5","crop6","yield.1","output.1","fertcost.1","seedcost.1","herbcost.1","sundry.1","varcost.1","gmargin.1","fuelcost.1","labcost.1","opcost.1","grossprof.1","rotgrossprof.1","yield.2","output.2","fertcost.2","seedcost.2","herbcost.2","sundry.2","varcost.2","gmargin.2","fuelcost.2","labcost.2","opcost.2","grossprof.2","rotgrossprof.2","yield.3","output.3","fertcost.3","seedcost.3","herbcost.3","sundry.3","varcost.3","gmargin.3","fuelcost.3","labcost.3","opcost.3","grossprof.3","rotgrossprof.3","yield.4","output.4","fertcost.4","seedcost.4","herbcost.4","sundry.4","varcost.4","gmargin.4","fuelcost.4","labcost.4","opcost.4","grossprof.4","rotgrossprof.4","yield.5","output.5","fertcost.5","seedcost.5","herbcost.5","sundry.5","varcost.5","gmargin.5","fuelcost.5","labcost.5","opcost.5","grossprof.5","rotgrossprof.5","yield.6","output.6","fertcost.6","seedcost.6","herbcost.6","sundry.6","varcost.6","gmargin.6","fuelcost.6","labcost.6","opcost.6","grossprof.6","rotgrossprof.6","totalrotgrossprof"
"42","MD-LR.E.l","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",5.64,1252.3,190.32,72,107.22,182,551.54,700.76,95,48,143,557.76,92.96,2.37,1016.95,197.22,23.49,0,192,412.71,604.24,166,86,252,352.24,58.71,5.64,1252.3,190.32,72,107.22,182,551.54,700.76,95,48,143,557.76,92.96,4.794,1097.9,190.32,72,107.22,182,551.54,546.36,95,48,143,403.36,67.23,2.37,1016.95,197.22,23.49,0,192,412.71,604.24,166,86,252,352.24,58.71,5.64,1252.3,190.32,72,107.22,182,551.54,700.76,95,48,143,557.76,92.96,463.53
"43","LD-LR.N.h","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",8.38,1752.35,246.32,68.4,26.79,182,523.51,1228.84,122,62,184,1044.84,174.14,6.6839,1362.6,212.62,70.2,15.09,158,455.91,906.69,128,65,193,713.69,118.95,3.36,1348.6,197.22,23.49,39,192,451.71,896.89,206,107,313,583.89,97.32,8.38,1752.35,246.32,68.4,93.09,182,589.81,1162.54,122,62,184,978.54,163.09,4.43,1042.55,52.58,115.9,92.58,81,342.06,700.49,201,103,304,396.49,66.08,8.38,1752.35,246.32,68.4,26.79,182,523.51,1228.84,122,62,184,1044.84,174.14,793.72
"44","MD-LR.N.h","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",8.38,1752.35,246.32,68.4,26.79,182,523.51,1228.84,122,62,184,1044.84,174.14,6.6839,1362.6,212.62,70.2,15.09,158,455.91,906.69,128,65,193,713.69,118.95,3.36,1348.6,197.22,23.49,39,192,451.71,896.89,206,107,313,583.89,97.32,8.38,1752.35,246.32,68.4,93.09,182,589.81,1162.54,122,62,184,978.54,163.09,4.43,1042.55,52.58,115.9,92.58,81,342.06,700.49,201,103,304,396.49,66.08,8.38,1752.35,246.32,68.4,26.79,182,523.51,1228.84,122,62,184,1044.84,174.14,793.72
"45","LD-LR.N.m","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",7.43,1578.97,246.32,68.4,26.79,182,523.51,1055.46,110,56,166,889.46,148.24,5.9719,1241.21,212.62,70.2,15.09,158,455.91,785.3,115,58,173,612.3,102.05,2.86,1181.1,197.22,23.49,39,192,451.71,729.39,190,99,289,440.39,73.4,7.43,1578.97,246.32,68.4,93.09,182,589.81,989.16,110,56,166,823.16,137.19,3.24,822.4,52.58,115.9,92.58,81,342.06,480.34,184,95,279,201.34,33.56,7.43,1578.97,246.32,68.4,26.79,182,523.51,1055.46,110,56,166,889.46,148.24,642.68
"46","MD-LR.N.m","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",7.43,1578.97,246.32,68.4,26.79,182,523.51,1055.46,110,56,166,889.46,148.24,5.9719,1241.21,212.62,70.2,15.09,158,455.91,785.3,115,58,173,612.3,102.05,2.86,1181.1,197.22,23.49,39,192,451.71,729.39,190,99,289,440.39,73.4,7.43,1578.97,246.32,68.4,93.09,182,589.81,989.16,110,56,166,823.16,137.19,3.24,822.4,52.58,115.9,92.58,81,342.06,480.34,184,95,279,201.34,33.56,7.43,1578.97,246.32,68.4,26.79,182,523.51,1055.46,110,56,166,889.46,148.24,642.68
"47","LD-LR.N.l","winterwheat","winterbarley","wosr","winterwheat","driedpeas","winterwheat",6.06,1328.95,190.32,68.4,26.79,182,467.51,861.44,95,49,144,717.44,119.57,5.251,1118.3,212.62,70.2,15.09,158,455.91,662.39,101,51,152,510.39,85.06,2.37,1016.95,197.22,23.49,39,192,451.71,565.24,176,91,267,298.24,49.71,6.06,1328.95,190.32,68.4,93.09,182,533.81,795.14,95,49,144,651.14,108.52,4.36,1204,43.6,141,92.58,155,432.18,771.82,187,96,283,488.82,81.47,6.06,1328.95,190.32,68.4,26.79,182,467.51,861.44,95,49,144,717.44,119.57,563.9
"48","MD-LR.N.l","winterwheat","winterbarley","wosr","winterwheat","driedpeas","winterwheat",6.06,1328.95,190.32,68.4,26.79,182,467.51,861.44,95,49,144,717.44,119.57,5.251,1118.3,212.62,70.2,15.09,158,455.91,662.39,101,51,152,510.39,85.06,2.37,1016.95,197.22,23.49,39,192,451.71,565.24,176,91,267,298.24,49.71,6.06,1328.95,190.32,68.4,93.09,182,533.81,795.14,95,49,144,651.14,108.52,4.36,1204,43.6,141,92.58,155,432.18,771.82,187,96,283,488.82,81.47,6.06,1328.95,190.32,68.4,26.79,182,467.51,861.44,95,49,144,717.44,119.57,563.9
"49","LD-LR.C.h","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",8.38,1752.35,246.32,68.4,26.79,182,523.51,1228.84,122,62,184,1044.84,174.14,6.6839,1362.6,212.62,70.2,15.09,158,455.91,906.69,128,65,193,713.69,118.95,3.36,1348.6,197.22,23.49,39,192,451.71,896.89,206,107,313,583.89,97.32,8.38,1752.35,246.32,68.4,93.09,182,589.81,1162.54,122,62,184,978.54,163.09,4.43,1042.55,52.58,115.9,92.58,81,342.06,700.49,201,103,304,396.49,66.08,8.38,1752.35,246.32,68.4,26.79,182,523.51,1228.84,122,62,184,1044.84,174.14,793.72
"50","MD-LR.C.h","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",8.38,1752.35,246.32,68.4,26.79,182,523.51,1228.84,122,62,184,1044.84,174.14,6.6839,1362.6,212.62,70.2,15.09,158,455.91,906.69,128,65,193,713.69,118.95,3.36,1348.6,197.22,23.49,39,192,451.71,896.89,206,107,313,583.89,97.32,8.38,1752.35,246.32,68.4,93.09,182,589.81,1162.54,122,62,184,978.54,163.09,4.43,1042.55,52.58,115.9,92.58,81,342.06,700.49,201,103,304,396.49,66.08,8.38,1752.35,246.32,68.4,26.79,182,523.51,1228.84,122,62,184,1044.84,174.14,793.72
"51","LD-LR.C.m","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",7.43,1578.97,246.32,68.4,26.79,182,523.51,1055.46,110,56,166,889.46,148.24,5.9719,1241.21,212.62,70.2,15.09,158,455.91,785.3,115,58,173,612.3,102.05,2.86,1181.1,197.22,23.49,39,192,451.71,729.39,190,99,289,440.39,73.4,7.43,1578.97,246.32,68.4,93.09,182,589.81,989.16,110,56,166,823.16,137.19,3.24,822.4,52.58,115.9,92.58,81,342.06,480.34,184,95,279,201.34,33.56,7.43,1578.97,246.32,68.4,26.79,182,523.51,1055.46,110,56,166,889.46,148.24,642.68
"52","MD-LR.C.m","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",7.43,1578.97,246.32,68.4,26.79,182,523.51,1055.46,110,56,166,889.46,148.24,5.9719,1241.21,212.62,70.2,15.09,158,455.91,785.3,115,58,173,612.3,102.05,2.86,1181.1,197.22,23.49,39,192,451.71,729.39,190,99,289,440.39,73.4,7.43,1578.97,246.32,68.4,93.09,182,589.81,989.16,110,56,166,823.16,137.19,3.24,822.4,52.58,115.9,92.58,81,342.06,480.34,184,95,279,201.34,33.56,7.43,1578.97,246.32,68.4,26.79,182,523.51,1055.46,110,56,166,889.46,148.24,642.68
"53","LD-LR.C.l","winterwheat","winterbarley","wosr","winterwheat","driedpeas","winterwheat",6.06,1328.95,190.32,68.4,26.79,182,467.51,861.44,95,49,144,717.44,119.57,5.251,1118.3,212.62,70.2,15.09,158,455.91,662.39,101,51,152,510.39,85.06,2.37,1016.95,197.22,23.49,39,192,451.71,565.24,176,91,267,298.24,49.71,6.06,1328.95,190.32,68.4,93.09,182,533.81,795.14,95,49,144,651.14,108.52,4.36,1204,43.6,141,92.58,155,432.18,771.82,187,96,283,488.82,81.47,6.06,1328.95,190.32,68.4,26.79,182,467.51,861.44,95,49,144,717.44,119.57,563.9
"54","MD-LR.C.l","winterwheat","winterbarley","wosr","winterwheat","driedpeas","winterwheat",6.06,1328.95,190.32,68.4,26.79,182,467.51,861.44,95,49,144,717.44,119.57,5.251,1118.3,212.62,70.2,15.09,158,455.91,662.39,101,51,152,510.39,85.06,2.37,1016.95,197.22,23.49,39,192,451.71,565.24,176,91,267,298.24,49.71,6.06,1328.95,190.32,68.4,93.09,182,533.81,795.14,95,49,144,651.14,108.52,4.36,1204,43.6,141,92.58,155,432.18,771.82,187,96,283,488.82,81.47,6.06,1328.95,190.32,68.4,26.79,182,467.51,861.44,95,49,144,717.44,119.57,563.9
