"","field_name","crop1","crop2","crop3","crop4","crop5","crop6","yield.1","output.1","fertcost.1","seedcost.1","herbcost.1","sundry.1","varcost.1","gmargin.1","fuelcost.1","labcost.1","opcost.1","grossprof.1","rotgrossprof.1","yield.2","output.2","fertcost.2","seedcost.2","herbcost.2","sundry.2","varcost.2","gmargin.2","fuelcost.2","labcost.2","opcost.2","grossprof.2","rotgrossprof.2","yield.3","output.3","fertcost.3","seedcost.3","herbcost.3","sundry.3","varcost.3","gmargin.3","fuelcost.3","labcost.3","opcost.3","grossprof.3","rotgrossprof.3","yield.4","output.4","fertcost.4","seedcost.4","herbcost.4","sundry.4","varcost.4","gmargin.4","fuelcost.4","labcost.4","opcost.4","grossprof.4","rotgrossprof.4","yield.5","output.5","fertcost.5","seedcost.5","herbcost.5","sundry.5","varcost.5","gmargin.5","fuelcost.5","labcost.5","opcost.5","grossprof.5","rotgrossprof.5","yield.6","output.6","fertcost.6","seedcost.6","herbcost.6","sundry.6","varcost.6","gmargin.6","fuelcost.6","labcost.6","opcost.6","grossprof.6","rotgrossprof.6","totalrotgrossprof"
"40","MD-LR.E.m","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",7.35,1564.38,246.32,72,107.22,182,607.54,956.83,107,54,161,795.83,132.64,2.86,1181.1,197.22,23.49,0,192,412.71,768.39,180,94,274,494.39,82.4,7.35,1564.38,246.32,72,107.22,182,607.54,956.83,107,54,161,795.83,132.64,6.2475,1363.17,246.32,72,107.22,182,607.54,755.63,107,54,161,594.63,99.1,2.86,1181.1,197.22,23.49,0,192,412.71,768.39,180,94,274,494.39,82.4,7.35,1564.38,246.32,72,107.22,182,607.54,956.83,107,54,161,795.83,132.64,661.82
"41","LD-LR.E.l","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",6,1318,190.32,72,107.22,182,551.54,766.46,95,48,143,623.46,103.91,2.37,1016.95,197.22,23.49,0,192,412.71,604.24,166,86,252,352.24,58.71,6,1318,190.32,72,107.22,182,551.54,766.46,95,48,143,623.46,103.91,5.1,1153.75,190.32,72,107.22,182,551.54,602.21,95,48,143,459.21,76.53,2.37,1016.95,197.22,23.49,0,192,412.71,604.24,166,86,252,352.24,58.71,6,1318,190.32,72,107.22,182,551.54,766.46,95,48,143,623.46,103.91,505.68
"42","MD-LR.E.l","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",6,1318,190.32,72,107.22,182,551.54,766.46,95,48,143,623.46,103.91,2.37,1016.95,197.22,23.49,0,192,412.71,604.24,166,86,252,352.24,58.71,6,1318,190.32,72,107.22,182,551.54,766.46,95,48,143,623.46,103.91,5.1,1153.75,190.32,72,107.22,182,551.54,602.21,95,48,143,459.21,76.53,2.37,1016.95,197.22,23.49,0,192,412.71,604.24,166,86,252,352.24,58.71,6,1318,190.32,72,107.22,182,551.54,766.46,95,48,143,623.46,103.91,505.68
"43","LD-LR.N.h","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",8.91,1849.08,246.32,68.4,26.79,182,523.51,1325.57,123,63,186,1139.57,189.93,6.6839,1362.6,212.62,70.2,15.09,158,455.91,906.69,128,65,193,713.69,118.95,3.36,1348.6,197.22,23.49,39,192,451.71,896.89,206,107,313,583.89,97.32,8.91,1849.08,246.32,68.4,93.09,182,589.81,1259.26,123,63,186,1073.26,178.88,4.43,1042.55,52.58,115.9,92.58,81,342.06,700.49,201,103,304,396.49,66.08,8.91,1849.08,246.32,68.4,26.79,182,523.51,1325.57,123,63,186,1139.57,189.93,841.09
"44","MD-LR.N.h","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",8.91,1849.08,246.32,68.4,26.79,182,523.51,1325.57,123,63,186,1139.57,189.93,6.6839,1362.6,212.62,70.2,15.09,158,455.91,906.69,128,65,193,713.69,118.95,3.36,1348.6,197.22,23.49,39,192,451.71,896.89,206,107,313,583.89,97.32,8.91,1849.08,246.32,68.4,93.09,182,589.81,1259.26,123,63,186,1073.26,178.88,4.43,1042.55,52.58,115.9,92.58,81,342.06,700.49,201,103,304,396.49,66.08,8.91,1849.08,246.32,68.4,26.79,182,523.51,1325.57,123,63,186,1139.57,189.93,841.09
"45","LD-LR.N.m","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",7.9,1664.75,246.32,68.4,26.79,182,523.51,1141.24,110,56,166,975.24,162.54,5.9719,1241.21,212.62,70.2,15.09,158,455.91,785.3,115,58,173,612.3,102.05,2.86,1181.1,197.22,23.49,39,192,451.71,729.39,190,99,289,440.39,73.4,7.9,1664.75,246.32,68.4,93.09,182,589.81,1074.94,110,56,166,908.94,151.49,3.24,822.4,52.58,115.9,92.58,81,342.06,480.34,184,95,279,201.34,33.56,7.9,1664.75,246.32,68.4,26.79,182,523.51,1141.24,110,56,166,975.24,162.54,685.58
"46","MD-LR.N.m","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",7.9,1664.75,246.32,68.4,26.79,182,523.51,1141.24,110,56,166,975.24,162.54,5.9719,1241.21,212.62,70.2,15.09,158,455.91,785.3,115,58,173,612.3,102.05,2.86,1181.1,197.22,23.49,39,192,451.71,729.39,190,99,289,440.39,73.4,7.9,1664.75,246.32,68.4,93.09,182,589.81,1074.94,110,56,166,908.94,151.49,3.24,822.4,52.58,115.9,92.58,81,342.06,480.34,184,95,279,201.34,33.56,7.9,1664.75,246.32,68.4,26.79,182,523.51,1141.24,110,56,166,975.24,162.54,685.58
"47","LD-LR.N.l","winterwheat","winterbarley","wosr","winterwheat","driedpeas","winterwheat",6.45,1400.12,190.32,68.4,26.79,182,467.51,932.62,95,49,144,788.62,131.44,5.251,1118.3,212.62,70.2,15.09,158,455.91,662.39,101,51,152,510.39,85.06,2.37,1016.95,197.22,23.49,39,192,451.71,565.24,176,91,267,298.24,49.71,6.45,1400.12,190.32,68.4,93.09,182,533.81,866.31,95,49,144,722.31,120.39,4.36,1204,43.6,141,92.58,155,432.18,771.82,187,96,283,488.82,81.47,6.45,1400.12,190.32,68.4,26.79,182,467.51,932.62,95,49,144,788.62,131.44,599.51
"48","MD-LR.N.l","winterwheat","winterbarley","wosr","winterwheat","driedpeas","winterwheat",6.45,1400.12,190.32,68.4,26.79,182,467.51,932.62,95,49,144,788.62,131.44,5.251,1118.3,212.62,70.2,15.09,158,455.91,662.39,101,51,152,510.39,85.06,2.37,1016.95,197.22,23.49,39,192,451.71,565.24,176,91,267,298.24,49.71,6.45,1400.12,190.32,68.4,93.09,182,533.81,866.31,95,49,144,722.31,120.39,4.36,1204,43.6,141,92.58,155,432.18,771.82,187,96,283,488.82,81.47,6.45,1400.12,190.32,68.4,26.79,182,467.51,932.62,95,49,144,788.62,131.44,599.51
"49","LD-LR.C.h","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",8.91,1849.08,246.32,68.4,26.79,182,523.51,1325.57,123,63,186,1139.57,189.93,6.6839,1362.6,212.62,70.2,15.09,158,455.91,906.69,128,65,193,713.69,118.95,3.36,1348.6,197.22,23.49,39,192,451.71,896.89,206,107,313,583.89,97.32,8.91,1849.08,246.32,68.4,93.09,182,589.81,1259.26,123,63,186,1073.26,178.88,4.43,1042.55,52.58,115.9,92.58,81,342.06,700.49,201,103,304,396.49,66.08,8.91,1849.08,246.32,68.4,26.79,182,523.51,1325.57,123,63,186,1139.57,189.93,841.09
"50","MD-LR.C.h","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",8.91,1849.08,246.32,68.4,26.79,182,523.51,1325.57,123,63,186,1139.57,189.93,6.6839,1362.6,212.62,70.2,15.09,158,455.91,906.69,128,65,193,713.69,118.95,3.36,1348.6,197.22,23.49,39,192,451.71,896.89,206,107,313,583.89,97.32,8.91,1849.08,246.32,68.4,93.09,182,589.81,1259.26,123,63,186,1073.26,178.88,4.43,1042.55,52.58,115.9,92.58,81,342.06,700.49,201,103,304,396.49,66.08,8.91,1849.08,246.32,68.4,26.79,182,523.51,1325.57,123,63,186,1139.57,189.93,841.09
"51","LD-LR.C.m","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",7.9,1664.75,246.32,68.4,26.79,182,523.51,1141.24,110,56,166,975.24,162.54,5.9719,1241.21,212.62,70.2,15.09,158,455.91,785.3,115,58,173,612.3,102.05,2.86,1181.1,197.22,23.49,39,192,451.71,729.39,190,99,289,440.39,73.4,7.9,1664.75,246.32,68.4,93.09,182,589.81,1074.94,110,56,166,908.94,151.49,3.24,822.4,52.58,115.9,92.58,81,342.06,480.34,184,95,279,201.34,33.56,7.9,1664.75,246.32,68.4,26.79,182,523.51,1141.24,110,56,166,975.24,162.54,685.58
"52","MD-LR.C.m","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",7.9,1664.75,246.32,68.4,26.79,182,523.51,1141.24,110,56,166,975.24,162.54,5.9719,1241.21,212.62,70.2,15.09,158,455.91,785.3,115,58,173,612.3,102.05,2.86,1181.1,197.22,23.49,39,192,451.71,729.39,190,99,289,440.39,73.4,7.9,1664.75,246.32,68.4,93.09,182,589.81,1074.94,110,56,166,908.94,151.49,3.24,822.4,52.58,115.9,92.58,81,342.06,480.34,184,95,279,201.34,33.56,7.9,1664.75,246.32,68.4,26.79,182,523.51,1141.24,110,56,166,975.24,162.54,685.58
"53","LD-LR.C.l","winterwheat","winterbarley","wosr","winterwheat","driedpeas","winterwheat",6.45,1400.12,190.32,68.4,26.79,182,467.51,932.62,95,49,144,788.62,131.44,5.251,1118.3,212.62,70.2,15.09,158,455.91,662.39,101,51,152,510.39,85.06,2.37,1016.95,197.22,23.49,39,192,451.71,565.24,176,91,267,298.24,49.71,6.45,1400.12,190.32,68.4,93.09,182,533.81,866.31,95,49,144,722.31,120.39,4.36,1204,43.6,141,92.58,155,432.18,771.82,187,96,283,488.82,81.47,6.45,1400.12,190.32,68.4,26.79,182,467.51,932.62,95,49,144,788.62,131.44,599.51
"54","MD-LR.C.l","winterwheat","winterbarley","wosr","winterwheat","driedpeas","winterwheat",6.45,1400.12,190.32,68.4,26.79,182,467.51,932.62,95,49,144,788.62,131.44,5.251,1118.3,212.62,70.2,15.09,158,455.91,662.39,101,51,152,510.39,85.06,2.37,1016.95,197.22,23.49,39,192,451.71,565.24,176,91,267,298.24,49.71,6.45,1400.12,190.32,68.4,93.09,182,533.81,866.31,95,49,144,722.31,120.39,4.36,1204,43.6,141,92.58,155,432.18,771.82,187,96,283,488.82,81.47,6.45,1400.12,190.32,68.4,26.79,182,467.51,932.62,95,49,144,788.62,131.44,599.51
