"ID","scenario","region","soiltype","initdenres_collapsed","year","crop","fertcost","seedcost","herbcost","sundry","varcost","wtd_yield_mean","wtd_yield_sd","wtd_yield_se","wtd_yield_n","wtd_yield_ci_l","wtd_yield_ci_u","wtd_gp_mean","wtd_gp_sd","wtd_gp_se","wtd_gp_n","wtd_gp_ci_l","wtd_gp_ci_u","wtd_output_mean","wtd_output_sd","wtd_output_se","wtd_output_n","wtd_output_ci_l","wtd_output_ci_u","wtd_fuelcost_mean","wtd_fuelcost_sd","wtd_fuelcost_se","wtd_fuelcost_n","wtd_fuelcost_ci_l","wtd_fuelcost_ci_u","wtd_labcost_mean","wtd_labcost_sd","wtd_labcost_se","wtd_labcost_n","wtd_labcost_ci_l","wtd_labcost_ci_u","wtd_opscost_mean","wtd_opscost_sd","wtd_opscost_se","wtd_opscost_n","wtd_opscost_ci_l","wtd_opscost_ci_u","wtd_opp_cost_mean","wtd_opp_cost_sd","wtd_opp_cost_se","wtd_opp_cost_n","wtd_opp_cost_ci_l","wtd_opp_cost_ci_u"
"BAU_n_m_LD-LR_5","BAU","north","medium","LD-LR",5,"winterwheat",191.76,72,168.66,182,614.42,6.69408068658719,0.0365605079508459,0.00425007272056047,74,6.68575054405489,6.70241082911949,653.364715699517,6.59355026791022,0.76648464958324,74,651.862405786334,654.8670256127,1444.66751003759,6.67211192498155,0.775617256713584,74,1443.14730021443,1446.18771986075,114.896553076196,0.0684437835527675,0.00795642822470228,74,114.880958476876,114.912147675517,61.9862412618772,0.0101307526023562,0.00117767606872171,74,61.9839330167825,61.9885495069719,176.882794338073,0.0785621674010404,0.0091326664549676,74,176.864894311822,176.900694364325,0,0,0,74,0,0
"BAU_n_m_LD-LR_6","BAU","north","medium","LD-LR",6,"wosr",202.3,23.49,67.26,192,485.05,2.86,0,0,74,2.86,2.86,404.05,0,0,74,404.05,404.05,1181.1,0,0,74,1181.1,1181.1,189,0,0,74,189,189,103,0,0,74,103,103,292,0,0,74,292,292,0,0,0,74,0,0
"BAU_n_l_LD-LR_1","BAU","north","light","LD-LR",1,"winterwheat",142.06,72,168.66,182,564.72,6.054,0,0,74,6.054,6.054,623.536,0,0,74,623.536,623.536,1327.854,0,0,74,1327.854,1327.854,90.8,0,0,74,90.8,90.8,48.8,0,0,74,48.8,48.8,139.6,0,0,74,139.6,139.6,0,0,0,74,0,0
"BAU_n_l_LD-LR_2","BAU","north","light","LD-LR",2,"winterwheat",142.06,72,168.66,182,564.72,5.57583795012573,0.104190704501263,0.0121119233773268,74,5.55209858030617,5.59957731994529,528.087461224258,18.9009367940406,2.1971892723534,74,523.780970250446,532.393952198071,1240.59069685341,19.0146614124669,2.21040949071249,74,1236.25829425161,1244.92309945521,95.8916178145754,0.0570783570132169,0.00663522422616319,74,95.8786127750922,95.9046228540587,51.8916178145754,0.0570783570132172,0.00663522422616322,74,51.8786127750921,51.9046228540587,147.783235629151,0.114156714026379,0.01327044845232,74,147.757225550184,147.809245708117,0,0,0,74,0,0
"BAU_n_l_LD-LR_3","BAU","north","light","LD-LR",3,"wosr",202.3,23.49,67.26,192,485.05,2.37,0,0,74,2.37,2.37,262.9,0,0,74,262.9,262.9,1016.95,0,0,74,1016.95,1016.95,174,0,0,74,174,174,95,0,0,74,95,95,269,0,0,74,269,269,0,0,0,74,0,0
"BAU_n_l_LD-LR_4","BAU","north","light","LD-LR",4,"winterwheat",142.06,72,168.66,182,564.72,6.23112442155287,0.133170573199805,0.0154807646846383,74,6.20078212277097,6.26146672033476,655.629478741003,24.1933010004975,2.81241411472631,74,650.11714707614,661.141810405867,1360.17978480919,24.3039047492487,2.82527153935485,74,1354.64225259205,1365.71731702633,90.9155751583015,0.0553159551958567,0.00643034917637724,74,90.9029716739158,90.9281786426872,48.9155751583015,0.0553159551958522,0.00643034917637672,74,48.9029716739158,48.9281786426872,139.831150316603,0.110631910391683,0.012860698352751,74,139.805943347832,139.856357285374,0,0,0,74,0,0
"BAU_n_l_LD-LR_5","BAU","north","light","LD-LR",5,"winterwheat",142.06,72,168.66,182,564.72,5.46802398444481,0.0272052398522525,0.00316254489428361,74,5.46182539645201,5.47422257243761,508.21879008181,4.94675414797843,0.575048489148686,74,507.091695043078,509.345885120541,1220.91433130096,4.96499046626525,0.577168418088909,74,1219.78308120151,1222.04558140042,95.9877706095769,0.0091277505934417,0.00106107945353009,74,95.985690893848,95.9898503253059,51.9877706095769,0.00912775059343773,0.00106107945352963,74,51.985690893848,51.9898503253059,147.975541219154,0.0182555011868543,0.0021221589070568,74,147.971381787696,147.979700650612,0,0,0,74,0,0
"BAU_n_l_LD-LR_6","BAU","north","light","LD-LR",6,"wosr",202.3,23.49,67.26,192,485.05,2.37,0,0,74,2.37,2.37,262.9,0,0,74,262.9,262.9,1016.95,0,0,74,1016.95,1016.95,174,0,0,74,174,174,95,0,0,74,95,95,269,0,0,74,269,269,0,0,0,74,0,0
"BAU_c_h_LD-LR_1","BAU","central","heavy","LD-LR",1,"winterwheat",191.76,72,168.66,182,614.42,8.366,0,0,74,8.366,8.366,956.176,0,0,74,956.176,956.176,1749.796,0,0,74,1749.796,1749.796,116.6,0,0,74,116.6,116.6,62.6,0,0,74,62.6,62.6,179.2,0,0,74,179.2,179.2,0,0,0,74,0,0
"BAU_c_h_LD-LR_2","BAU","central","heavy","LD-LR",2,"winterwheat",191.76,72,168.66,182,614.42,7.6019029484431,0.161915156535224,0.0188222546240556,74,7.56501132937995,7.63879456750625,821.628579531789,29.3105502108666,3.4072822522954,74,814.95030631729,828.306852746288,1610.34591158496,29.5499406184045,3.43511082190959,74,1603.61309437402,1617.07872879591,113.698880028076,0.138181087311189,0.0160632251189793,74,113.667396106843,113.730363949309,60.5999576249575,0.101781414136142,0.0118318490613333,74,60.5767672007973,60.6231480491177,174.298837653033,0.238713004186496,0.0277498230741237,74,174.244447999808,174.353227306259,0,0,0,74,0,0
"BAU_c_h_LD-LR_3","BAU","central","heavy","LD-LR",3,"wosr",202.3,23.49,67.26,192,485.05,3.35,0,0,74,3.35,3.35,546.2,0,0,74,546.2,546.2,1345.25,0,0,74,1345.25,1345.25,203,0,0,74,203,203,111,0,0,74,111,111,314,0,0,74,314,314,0,0,0,74,0,0
"BAU_c_h_LD-LR_4","BAU","central","heavy","LD-LR",4,"winterwheat",191.76,72,168.66,182,614.42,8.38767528671005,0.250111528106265,0.0290748745649617,74,8.33068853256273,8.44466204085738,960.11851021597,45.3101737708819,5.26720071193716,74,949.794796820573,970.442223611367,1753.75231358512,45.6450125851317,5.30612493345348,74,1743.35230871555,1764.15231845469,116.68570365089,0.178579770759821,0.0207594766782417,74,116.6450150766,116.726392225179,62.5280997182609,0.158554740920567,0.018431614243654,74,62.4919737543433,62.5642256821784,179.213803369151,0.334860407947494,0.0389267317326883,74,179.137506974955,179.290099763347,0,0,0,74,0,0
"BAU_c_h_LD-LR_5","BAU","central","heavy","LD-LR",5,"winterwheat",191.76,72,168.66,182,614.42,7.50553992530365,0.062820698852093,0.00730275790579237,74,7.4912265198083,7.519853330799,777.524167916492,11.361733229067,1.32077465991623,74,774.935449583056,780.112886249928,1592.76136737292,11.4646272262681,1.33273584413177,74,1590.14920511842,1595.37352962741,129.948436794086,0.0343564820878845,0.00399385991826089,74,129.940608828646,129.956264759526,70.8687626623364,0.0687051382973356,0.00798681009663281,74,70.853108514547,70.8844168101258,200.817199456422,0.102895516750122,0.0119613608595268,74,200.793755189138,200.840643723707,0,0,0,74,0,0
"BAU_c_h_LD-LR_6","BAU","central","heavy","LD-LR",6,"wosr",202.3,23.49,67.26,192,485.05,3.35,0,0,74,3.35,3.35,546.2,0,0,74,546.2,546.2,1345.25,0,0,74,1345.25,1345.25,203,0,0,74,203,203,111,0,0,74,111,111,314,0,0,74,314,314,0,0,0,74,0,0
"BAU_c_m_LD-LR_1","BAU","central","medium","LD-LR",1,"winterwheat",191.76,72,168.66,182,614.42,7.416,0,0,74,7.416,7.416,802.002,0,0,74,802.002,802.002,1576.42,0,0,74,1576.42,1576.42,104.2,0,0,74,104.2,104.2,55.8,0,0,74,55.8,55.8,160,0,0,74,160,160,0,0,0,74,0,0
"BAU_c_m_LD-LR_2","BAU","central","medium","LD-LR",2,"winterwheat",191.76,72,168.66,182,614.42,6.82342046123207,0.130122074848108,0.0151263839495391,74,6.79377274869097,6.85306817377317,677.528379704483,23.4699543785785,2.72832677793491,74,672.180859219731,682.875900189236,1468.27174531619,23.7465054352817,2.76047518526877,74,1462.86121395306,1473.68227667931,114.441738667306,0.219431656294924,0.0255084119099303,74,114.391742179962,114.491735154649,61.8882787559519,0.0583813003005157,0.00678668830672878,74,61.8749768468707,61.9015806650331,176.330017423258,0.277596608100571,0.0322699502149847,74,176.266768320836,176.393266525679,0,0,0,74,0,0
"BAU_c_m_LD-LR_3","BAU","central","medium","LD-LR",3,"wosr",202.3,23.49,67.26,192,485.05,2.86,0,0,74,2.86,2.86,404.05,0,0,74,404.05,404.05,1181.1,0,0,74,1181.1,1181.1,189,0,0,74,189,189,103,0,0,74,103,103,292,0,0,74,292,292,0,0,0,74,0,0
"BAU_c_m_LD-LR_4","BAU","central","medium","LD-LR",4,"winterwheat",191.76,72,168.66,182,614.42,7.59320149568032,0.176958133809675,0.0205709652118875,74,7.55288240386502,7.63352058749562,833.983528237243,31.9598209650775,3.71525372186547,74,826.701630942386,841.265425532099,1608.76003987127,32.2947237482584,3.75418537961898,74,1601.40183652722,1616.11824321533,104.455315527805,0.272872125616336,0.0317207402819059,74,104.393142876852,104.517488178758,55.9021743625976,0.0617571196091627,0.00717911933018479,74,55.8881032887105,55.9162454364848,160.357489890403,0.334307469648065,0.0388624539610086,74,160.281319480639,160.433660300166,0,0,0,74,0,0
"BAU_c_m_LD-LR_5","BAU","central","medium","LD-LR",5,"winterwheat",191.76,72,168.66,182,614.42,6.69408068658719,0.0365605079508459,0.00425007272056047,74,6.68575054405489,6.70241082911949,653.364715699517,6.59355026791022,0.76648464958324,74,651.862405786334,654.8670256127,1444.66751003759,6.67211192498155,0.775617256713584,74,1443.14730021443,1446.18771986075,114.896553076196,0.0684437835527675,0.00795642822470228,74,114.880958476876,114.912147675517,61.9862412618772,0.0101307526023562,0.00117767606872171,74,61.9839330167825,61.9885495069719,176.882794338073,0.0785621674010404,0.0091326664549676,74,176.864894311822,176.900694364325,0,0,0,74,0,0
"BAU_c_m_LD-LR_6","BAU","central","medium","LD-LR",6,"wosr",202.3,23.49,67.26,192,485.05,2.86,0,0,74,2.86,2.86,404.05,0,0,74,404.05,404.05,1181.1,0,0,74,1181.1,1181.1,189,0,0,74,189,189,103,0,0,74,103,103,292,0,0,74,292,292,0,0,0,74,0,0
"BAU_c_l_LD-LR_1","BAU","central","light","LD-LR",1,"winterwheat",142.06,72,168.66,182,564.72,6.054,0,0,74,6.054,6.054,623.536,0,0,74,623.536,623.536,1327.854,0,0,74,1327.854,1327.854,90.8,0,0,74,90.8,90.8,48.8,0,0,74,48.8,48.8,139.6,0,0,74,139.6,139.6,0,0,0,74,0,0
"BAU_c_l_LD-LR_2","BAU","central","light","LD-LR",2,"winterwheat",142.06,72,168.66,182,564.72,5.57583795012573,0.104190704501263,0.0121119233773268,74,5.55209858030617,5.59957731994529,528.087461224258,18.9009367940406,2.1971892723534,74,523.780970250446,532.393952198071,1240.59069685341,19.0146614124669,2.21040949071249,74,1236.25829425161,1244.92309945521,95.8916178145754,0.0570783570132169,0.00663522422616319,74,95.8786127750922,95.9046228540587,51.8916178145754,0.0570783570132172,0.00663522422616322,74,51.8786127750921,51.9046228540587,147.783235629151,0.114156714026379,0.01327044845232,74,147.757225550184,147.809245708117,0,0,0,74,0,0
"BAU_c_l_LD-LR_3","BAU","central","light","LD-LR",3,"wosr",202.3,23.49,67.26,192,485.05,2.37,0,0,74,2.37,2.37,262.9,0,0,74,262.9,262.9,1016.95,0,0,74,1016.95,1016.95,174,0,0,74,174,174,95,0,0,74,95,95,269,0,0,74,269,269,0,0,0,74,0,0
"BAU_c_l_LD-LR_4","BAU","central","light","LD-LR",4,"winterwheat",142.06,72,168.66,182,564.72,6.23112442155287,0.133170573199805,0.0154807646846383,74,6.20078212277097,6.26146672033476,655.629478741003,24.1933010004975,2.81241411472631,74,650.11714707614,661.141810405867,1360.17978480919,24.3039047492487,2.82527153935485,74,1354.64225259205,1365.71731702633,90.9155751583015,0.0553159551958567,0.00643034917637724,74,90.9029716739158,90.9281786426872,48.9155751583015,0.0553159551958522,0.00643034917637672,74,48.9029716739158,48.9281786426872,139.831150316603,0.110631910391683,0.012860698352751,74,139.805943347832,139.856357285374,0,0,0,74,0,0
"BAU_c_l_LD-LR_5","BAU","central","light","LD-LR",5,"winterwheat",142.06,72,168.66,182,564.72,5.46802398444481,0.0272052398522525,0.00316254489428361,74,5.46182539645201,5.47422257243761,508.21879008181,4.94675414797843,0.575048489148686,74,507.091695043078,509.345885120541,1220.91433130096,4.96499046626525,0.577168418088909,74,1219.78308120151,1222.04558140042,95.9877706095769,0.0091277505934417,0.00106107945353009,74,95.985690893848,95.9898503253059,51.9877706095769,0.00912775059343773,0.00106107945352963,74,51.985690893848,51.9898503253059,147.975541219154,0.0182555011868543,0.0021221589070568,74,147.971381787696,147.979700650612,0,0,0,74,0,0
"BAU_c_l_LD-LR_6","BAU","central","light","LD-LR",6,"wosr",202.3,23.49,67.26,192,485.05,2.37,0,0,74,2.37,2.37,262.9,0,0,74,262.9,262.9,1016.95,0,0,74,1016.95,1016.95,174,0,0,74,174,174,95,0,0,74,95,95,269,0,0,74,269,269,0,0,0,74,0,0
"BAU_e_h_LD-LR_1","BAU","east","heavy","LD-LR",1,"winterwheat",191.76,72,168.66,182,614.42,8.366,0,0,74,8.366,8.366,956.176,0,0,74,956.176,956.176,1749.796,0,0,74,1749.796,1749.796,116.6,0,0,74,116.6,116.6,62.6,0,0,74,62.6,62.6,179.2,0,0,74,179.2,179.2,0,0,0,74,0,0
"BAU_e_h_LD-LR_2","BAU","east","heavy","LD-LR",2,"winterwheat",191.76,72,168.66,182,614.42,7.8853909586348,0.0681891395778851,0.00792682646390186,74,7.86985437876555,7.90092753850405,872.940666514037,12.3405323738522,1.43455774930198,74,870.128933325405,875.752399702669,1662.08326873987,12.444725367332,1.44666993876766,74,1659.24779565989,1664.91874181986,113.911062607012,0.0422142171389627,0.00490730306382329,74,113.901444293007,113.920680921017,60.8119843057906,0.0620977645757303,0.00721871850319824,74,60.7978356175244,60.8261329940569,174.723046912802,0.103985883472323,0.0120881134163474,74,174.699354210506,174.746739615098,0,0,0,74,0,0
"BAU_e_h_LD-LR_3","BAU","east","heavy","LD-LR",3,"wosr",202.3,23.49,67.26,192,485.05,3.35,0,0,74,3.35,3.35,546.2,0,0,74,546.2,546.2,1345.25,0,0,74,1345.25,1345.25,203,0,0,74,203,203,111,0,0,74,111,111,314,0,0,74,314,314,0,0,0,74,0,0
"BAU_e_h_LD-LR_4","BAU","east","heavy","LD-LR",4,"winterwheat",191.76,72,168.66,182,614.42,8.84166722435824,0.0770179466916407,0.00895315444380058,74,8.82411904164839,8.85921540706809,1042.35110425605,13.9479785222139,1.62141956845687,74,1039.17312190187,1045.52908661023,1836.60474479758,14.0554953591071,1.63391814687091,74,1833.40226522971,1839.80722436545,116.952607320924,0.034421668188736,0.0040014376485638,74,116.944764503133,116.960450138715,62.8810332206046,0.073206030527883,0.00851002819067435,74,62.8643535653509,62.8977128758584,179.833640541529,0.107517824600769,0.0124986932327115,74,179.809143102793,179.858137980265,0,0,0,74,0,0
"BAU_e_h_LD-LR_5","BAU","east","heavy","LD-LR",5,"winterwheat",191.76,72,168.66,182,614.42,7.604903823757,0.00656550271103597,0.000763224187324075,74,7.60340790434985,7.60639974316416,821.493502771313,1.18724023751638,0.13801387423293,74,821.222995577817,821.76400996481,1610.89498652652,1.19818185843355,0.139285811828581,74,1610.62198633534,1611.16798671771,113.995527993219,0.0027137244227779,0.000315464056349365,74,113.994909683668,113.996146302769,60.9859557619923,0.00823051669758899,0.000956778131736298,74,60.9840804768541,60.9878310471305,174.981483755211,0.010941641569224,0.0012719399964035,74,174.978990752818,174.983976757604,0,0,0,74,0,0
"BAU_e_h_LD-LR_6","BAU","east","heavy","LD-LR",6,"wosr",202.3,23.49,67.26,192,485.05,3.35,0,0,74,3.35,3.35,546.2,0,0,74,546.2,546.2,1345.25,0,0,74,1345.25,1345.25,203,0,0,74,203,203,111,0,0,74,111,111,314,0,0,74,314,314,0,0,0,74,0,0
"BAU_e_m_LD-LR_1","BAU","east","medium","LD-LR",1,"winterwheat",191.76,72,168.66,182,614.42,7.416,0,0,74,7.416,7.416,802.002,0,0,74,802.002,802.002,1576.42,0,0,74,1576.42,1576.42,104.2,0,0,74,104.2,104.2,55.8,0,0,74,55.8,55.8,160,0,0,74,160,160,0,0,0,74,0,0
"BAU_e_m_LD-LR_2","BAU","east","medium","LD-LR",2,"winterwheat",191.76,72,168.66,182,614.42,6.82342046123207,0.130122074848108,0.0151263839495391,74,6.79377274869097,6.85306817377317,677.528379704483,23.4699543785785,2.72832677793491,74,672.180859219731,682.875900189236,1468.27174531619,23.7465054352817,2.76047518526877,74,1462.86121395306,1473.68227667931,114.441738667306,0.219431656294924,0.0255084119099303,74,114.391742179962,114.491735154649,61.8882787559519,0.0583813003005157,0.00678668830672878,74,61.8749768468707,61.9015806650331,176.330017423258,0.277596608100571,0.0322699502149847,74,176.266768320836,176.393266525679,0,0,0,74,0,0
"BAU_e_m_LD-LR_3","BAU","east","medium","LD-LR",3,"wosr",202.3,23.49,67.26,192,485.05,2.86,0,0,74,2.86,2.86,404.05,0,0,74,404.05,404.05,1181.1,0,0,74,1181.1,1181.1,189,0,0,74,189,189,103,0,0,74,103,103,292,0,0,74,292,292,0,0,0,74,0,0
"BAU_e_m_LD-LR_4","BAU","east","medium","LD-LR",4,"winterwheat",191.76,72,168.66,182,614.42,7.59320149568032,0.176958133809675,0.0205709652118875,74,7.55288240386502,7.63352058749562,833.983528237243,31.9598209650775,3.71525372186547,74,826.701630942386,841.265425532099,1608.76003987127,32.2947237482584,3.75418537961898,74,1601.40183652722,1616.11824321533,104.455315527805,0.272872125616336,0.0317207402819059,74,104.393142876852,104.517488178758,55.9021743625976,0.0617571196091627,0.00717911933018479,74,55.8881032887105,55.9162454364848,160.357489890403,0.334307469648065,0.0388624539610086,74,160.281319480639,160.433660300166,0,0,0,74,0,0
"BAU_e_m_LD-LR_5","BAU","east","medium","LD-LR",5,"winterwheat",191.76,72,168.66,182,614.42,6.69408068658719,0.0365605079508459,0.00425007272056047,74,6.68575054405489,6.70241082911949,653.364715699517,6.59355026791022,0.76648464958324,74,651.862405786334,654.8670256127,1444.66751003759,6.67211192498155,0.775617256713584,74,1443.14730021443,1446.18771986075,114.896553076196,0.0684437835527675,0.00795642822470228,74,114.880958476876,114.912147675517,61.9862412618772,0.0101307526023562,0.00117767606872171,74,61.9839330167825,61.9885495069719,176.882794338073,0.0785621674010404,0.0091326664549676,74,176.864894311822,176.900694364325,0,0,0,74,0,0
"BAU_e_m_LD-LR_6","BAU","east","medium","LD-LR",6,"wosr",202.3,23.49,67.26,192,485.05,2.86,0,0,74,2.86,2.86,404.05,0,0,74,404.05,404.05,1181.1,0,0,74,1181.1,1181.1,189,0,0,74,189,189,103,0,0,74,103,103,292,0,0,74,292,292,0,0,0,74,0,0
"BAU_e_l_LD-LR_1","BAU","east","light","LD-LR",1,"winterwheat",142.06,72,168.66,182,564.72,6.054,0,0,74,6.054,6.054,623.536,0,0,74,623.536,623.536,1327.854,0,0,74,1327.854,1327.854,90.8,0,0,74,90.8,90.8,48.8,0,0,74,48.8,48.8,139.6,0,0,74,139.6,139.6,0,0,0,74,0,0
"BAU_e_l_LD-LR_2","BAU","east","light","LD-LR",2,"winterwheat",142.06,72,168.66,182,564.72,5.57583795012573,0.104190704501263,0.0121119233773268,74,5.55209858030617,5.59957731994529,528.087461224258,18.9009367940406,2.1971892723534,74,523.780970250446,532.393952198071,1240.59069685341,19.0146614124669,2.21040949071249,74,1236.25829425161,1244.92309945521,95.8916178145754,0.0570783570132169,0.00663522422616319,74,95.8786127750922,95.9046228540587,51.8916178145754,0.0570783570132172,0.00663522422616322,74,51.8786127750921,51.9046228540587,147.783235629151,0.114156714026379,0.01327044845232,74,147.757225550184,147.809245708117,0,0,0,74,0,0
"BAU_e_l_LD-LR_3","BAU","east","light","LD-LR",3,"wosr",202.3,23.49,67.26,192,485.05,2.37,0,0,74,2.37,2.37,262.9,0,0,74,262.9,262.9,1016.95,0,0,74,1016.95,1016.95,174,0,0,74,174,174,95,0,0,74,95,95,269,0,0,74,269,269,0,0,0,74,0,0
"BAU_e_l_LD-LR_4","BAU","east","light","LD-LR",4,"winterwheat",142.06,72,168.66,182,564.72,6.23112442155287,0.133170573199805,0.0154807646846383,74,6.20078212277097,6.26146672033476,655.629478741003,24.1933010004975,2.81241411472631,74,650.11714707614,661.141810405867,1360.17978480919,24.3039047492487,2.82527153935485,74,1354.64225259205,1365.71731702633,90.9155751583015,0.0553159551958567,0.00643034917637724,74,90.9029716739158,90.9281786426872,48.9155751583015,0.0553159551958522,0.00643034917637672,74,48.9029716739158,48.9281786426872,139.831150316603,0.110631910391683,0.012860698352751,74,139.805943347832,139.856357285374,0,0,0,74,0,0
